1,0.03846223,0,0.206873557,0.032258637,0.032258637,0.032258637,0.23822486,0,0,0.351665478,0.029819518,0.23822486,0.23822486,0,0,0,0,0.284037401,0,0,0,0.206873557,0.206873557,0.047619921,0,0,0,0.03846223,0.284037401,0.03846223,0,0,0,0.206873557,0.23822486,0.32354693,0,0.23822486,0.028013277,0.061343273,0.032258637,0.284037401,0.284037401,0.061343273,0.444229946,0.17190262,0.351665478,0.206873557,0,0,0,0,0.03846223,0.03846223,0.206873557,0.047041171,0,0,0,0.032258637,0.274166874,0.061343273,0,0.047619921,0,0.284037401,0.028013277,0.284037401,0.047619921,0,0.206873557,0.18526914,0.23822486,0.03846223,0.206873557,0,0.206873557,0.7283321,0.206873557,0,0.032258637,0.284037401,0,0,0.061343273,0.032258637,0.284037401,0.439027721,0.673076439,0.517415251,0.490223176,0.028013277,0.028013277,0.039738447,0,0.18526914,0,0.18526914,0,0,0,0,0.351665478,0.061343273,0.03846223,0.351665478,0,0.032258637,0,0.351665478,0,0.03846223,0.032258637,0.061343273,0,0,0,0,0,0.564515588,0.047619921,0,0.023062118,0,0,0.032258637,0,0,0.23822486,0.047619921,0,0.047619921,0,0.284037401,0,0.23822486,0.03846223,0,0,0,0.23822486,0,0.351665478,0,0,0.284037401,0,0,0,0,0,0.047619921,0.047619921,0.047619921,0.032258637,0,0,0,0.03846223,0.03846223,0,0,0,0.23822486,0,0,0.061343273,0,0.03846223,0.23822486,0.047619921,0,0,0,0,0,0.061343273,0,0,0.115768709,0,0,0,0.082379097,0,0.115648379,0,0,0,0.7283321,0.082379097,0,0.206873557,0,0.23822486,0.14897652,0,0.284037401,0,0,0.032258637,0,0.170310041,0,0,0,0
0.03846223,1,0,0.028013277,0.078342404,0.078342404,0.078342404,0.032258637,0,0,0.047619921,0.133274986,0.032258637,0.032258637,0,0,0,0,0.03846223,0,0,0,0.028013277,0.028013277,0.115648379,0,0,0,0.093408273,0.03846223,0.093408273,0,0,0,0.028013277,0.032258637,0.028013277,0,0.032258637,0.068032244,0.061343273,0.078342404,0.03846223,0.03846223,0.14897652,0.03846223,0.03846223,0.047619921,0.028013277,0,0,0,0,0.093408273,0.093408273,0.028013277,0.177385356,0,0,0,0.078342404,0.061343273,0.14897652,0,0.115648379,0,0.03846223,0.068032244,0.03846223,0.047619921,0,0.028013277,0.025087767,0.032258637,0.093408273,0.028013277,0,0.028013277,0.028013277,0.028013277,0,0.078342404,0.03846223,0,0,0.14897652,0.078342404,0.03846223,0.025087767,0.03846223,0.115768709,0.028013277,0.068032244,0.068032244,0.096507658,0,0.025087767,0,0.025087767,0,0,0,0,0.047619921,0.14897652,0.093408273,0.047619921,0,0.078342404,0,0.047619921,0,0.093408273,0.078342404,0.061343273,0,0,0,0,0,0.032258637,0.115648379,0,0.056008,0,0,0.078342404,0,0,0.032258637,0.115648379,0,0.047619921,0,0.03846223,0,0.032258637,0.093408273,0,0,0,0.032258637,0,0.047619921,0,0,0.03846223,0,0,0,0,0,0.047619921,0.115648379,0.115648379,0.078342404,0,0,0,0.093408273,0.093408273,0,0,0,0.032258637,0,0,0.14897652,0,0.03846223,0.032258637,0.115648379,0,0,0,0,0,0.14897652,0,0,0.115768709,0,0,0,0.200063521,0,0.047619921,0,0,0,0.028013277,0.082379097,0,0.028013277,0,0.032258637,0.061343273,0,0.03846223,0,0,0.078342404,0,0.023062118,0,0,0,0
0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1
0.206873557,0.028013277,0,1,0.022082402,0.022082402,0.022082402,0.163074998,0,0,0.271481054,0.02182825,0.163074998,0.163074998,0,0,0,0,0.206873557,0,0,0,0.133086931,0.133086931,0.036761943,0,0,0,0.028013277,0.206873557,0.028013277,0,0,0,0.133086931,0.163074998,0.133086931,0,0.163074998,0.018021641,0.049857993,0.022082402,0.206873557,0.206873557,0.049857993,0.206873557,0.125202196,0.643321971,0.133086931,0,0,0,0,0.028013277,0.028013277,0.133086931,0.038443795,0,0,0,0.022082402,0.222834703,0.049857993,0,0.036761943,0,0.206873557,0.018021641,0.206873557,0.036761943,0,0.133086931,0.112414826,0.163074998,0.028013277,0.133086931,0,0.133086931,0.133086931,0.133086931,0,0.022082402,0.206873557,0,0,0.049857993,0.022082402,0.206873557,0.112414826,0.206873557,0.454209032,0.133086931,0.018021641,0.018021641,0.030793762,0,0.112414826,0,0.112414826,0,0,0,0,0.271481054,0.049857993,0.028013277,0.271481054,0,0.022082402,0,0.424592019,0,0.028013277,0.022082402,0.049857993,0,0,0,0,0,0.163074998,0.036761943,0,0.013283683,0,0,0.022082402,0,0,0.163074998,0.036761943,0,0.036761943,0,0.206873557,0,0.163074998,0.028013277,0,0,0,0.163074998,0,0.271481054,0,0,0.206873557,0,0,0,0,0,0.036761943,0.036761943,0.036761943,0.022082402,0,0,0,0.028013277,0.028013277,0,0,0,0.255046685,0,0,0.049857993,0,0.028013277,0.163074998,0.036761943,0,0,0,0,0,0.049857993,0,0,0.101626678,0,0,0,0.069898901,0,0.089279004,0,0,0,0.133086931,0.069898901,0,0.133086931,0,0.163074998,0.121083697,0,0.206873557,0,0,0.022082402,0,0.098097872,0,0,0,0
0.032258637,0.078342404,0,0.022082402,1,0.681647619,0.063671527,0.026217688,0,0,0.041172339,0.06092019,0.026217688,0.026217688,0,0,0,0,0.032258637,0,0,0,0.022082402,0.022082402,0.099989966,0,0,0,0.078342404,0.032258637,0.078342404,0,0,0,0.022082402,0.026217688,0.022082402,0,0.026217688,0.053628691,0.054521373,0.063671527,0.032258637,0.032258637,0.132409048,0.032258637,0.032258637,0.041172339,0.022082402,0,0,0,0,0.078342404,0.078342404,0.022082402,0.309764234,0,0,0,0.063671527,0.054521373,0.132409048,0,0.099989966,0,0.032258637,0.053628691,0.032258637,0.041172339,0,0.022082402,0.019232165,0.026217688,0.078342404,0.022082402,0,0.022082402,0.022082402,0.022082402,0,0.063671527,0.032258637,0,0,0.132409048,0.063671527,0.032258637,0.019232165,0.032258637,0.107359913,0.022082402,0.053628691,0.053628691,0.083628244,0,0.019232165,0,0.019232165,0,0,0,0,0.041172339,0.132409048,0.078342404,0.041172339,0,0.302808285,0,0.041172339,0,0.078342404,0.063671527,0.054521373,0,0,0,0,0,0.026217688,0.099989966,0,0.04191315,0,0,0.063671527,0,0,0.026217688,0.099989966,0,0.041172339,0,0.032258637,0,0.026217688,0.078342404,0,0,0,0.026217688,0,0.041172339,0,0,0.032258637,0,0,0,0,0,0.041172339,0.099989966,0.099989966,0.302808285,0,0,0,0.078342404,0.078342404,0,0,0,0.026217688,0,0,0.132409048,0,0.032258637,0.026217688,0.099989966,0,0,0,0,0,0.132409048,0,0,0.107359913,0,0,0,0.182053534,0,0.041172339,0,0,0,0.022082402,0.07496322,0,0.022082402,0,0.026217688,0.054521373,0,0.032258637,0,0,0.063671527,0,0.017258356,0,0,0,0
0.032258637,0.078342404,0,0.022082402,0.681647619,1,0.063671527,0.026217688,0,0,0.041172339,0.06092019,0.026217688,0.026217688,0,0,0,0,0.032258637,0,0,0,0.022082402,0.022082402,0.099989966,0,0,0,0.078342404,0.032258637,0.078342404,0,0,0,0.022082402,0.026217688,0.022082402,0,0.026217688,0.053628691,0.054521373,0.063671527,0.032258637,0.032258637,0.132409048,0.032258637,0.032258637,0.041172339,0.022082402,0,0,0,0,0.078342404,0.078342404,0.022082402,0.309764234,0,0,0,0.063671527,0.054521373,0.132409048,0,0.099989966,0,0.032258637,0.053628691,0.032258637,0.041172339,0,0.022082402,0.019232165,0.026217688,0.078342404,0.022082402,0,0.022082402,0.022082402,0.022082402,0,0.063671527,0.032258637,0,0,0.132409048,0.063671527,0.032258637,0.019232165,0.032258637,0.107359913,0.022082402,0.053628691,0.053628691,0.083628244,0,0.019232165,0,0.019232165,0,0,0,0,0.041172339,0.132409048,0.078342404,0.041172339,0,0.302808285,0,0.041172339,0,0.078342404,0.063671527,0.054521373,0,0,0,0,0,0.026217688,0.099989966,0,0.04191315,0,0,0.063671527,0,0,0.026217688,0.099989966,0,0.041172339,0,0.032258637,0,0.026217688,0.078342404,0,0,0,0.026217688,0,0.041172339,0,0,0.032258637,0,0,0,0,0,0.041172339,0.099989966,0.099989966,0.302808285,0,0,0,0.078342404,0.078342404,0,0,0,0.026217688,0,0,0.132409048,0,0.032258637,0.026217688,0.099989966,0,0,0,0,0,0.132409048,0,0,0.107359913,0,0,0,0.182053534,0,0.041172339,0,0,0,0.022082402,0.07496322,0,0.022082402,0,0.026217688,0.054521373,0,0.032258637,0,0,0.063671527,0,0.017258356,0,0,0,0
0.032258637,0.078342404,0,0.022082402,0.063671527,0.063671527,1,0.026217688,0,0,0.041172339,0.06092019,0.026217688,0.026217688,0,0,0,0,0.032258637,0,0,0,0.022082402,0.022082402,0.475531084,0,0,0,0.078342404,0.032258637,0.372579866,0,0,0,0.022082402,0.026217688,0.022082402,0,0.026217688,0.053628691,0.054521373,0.302808285,0.032258637,0.032258637,0.132409048,0.032258637,0.032258637,0.041172339,0.022082402,0,0,0,0,0.372579866,0.372579866,0.022082402,0.101868775,0,0,0,0.063671527,0.054521373,0.132409048,0,0.475531084,0,0.032258637,0.053628691,0.032258637,0.041172339,0,0.022082402,0.019232165,0.026217688,0.078342404,0.022082402,0,0.022082402,0.022082402,0.022082402,0,0.063671527,0.032258637,0,0,0.132409048,0.063671527,0.032258637,0.019232165,0.032258637,0.107359913,0.022082402,0.255046685,0.053628691,0.083628244,0,0.019232165,0,0.019232165,0,0,0,0,0.041172339,0.132409048,0.078342404,0.041172339,0,0.063671527,0,0.041172339,0,0.078342404,0.302808285,0.054521373,0,0,0,0,0,0.026217688,0.099989966,0,0.04191315,0,0,0.302808285,0,0,0.026217688,0.099989966,0,0.041172339,0,0.032258637,0,0.026217688,0.078342404,0,0,0,0.026217688,0,0.041172339,0,0,0.032258637,0,0,0,0,0,0.041172339,0.099989966,0.099989966,0.063671527,0,0,0,0.078342404,0.372579866,0,0,0,0.026217688,0,0,0.243677156,0,0.032258637,0.026217688,0.099989966,0,0,0,0,0,0.243677156,0,0,0.107359913,0,0,0,0.553591358,0,0.041172339,0,0,0,0.022082402,0.07496322,0,0.022082402,0,0.026217688,0.054521373,0,0.032258637,0,0,0.063671527,0,0.017258356,0,0,0,0
0.23822486,0.032258637,0,0.163074998,0.026217688,0.026217688,0.026217688,1,0,0,0.304051121,0.025084784,0.193613418,0.302808285,0,0,0,0,0.372579866,0,0,0,0.163074998,0.163074998,0.041172339,0,0,0,0.032258637,0.23822486,0.032258637,0,0,0,0.163074998,0.193613418,0.163074998,0,0.193613418,0.022082402,0.054521373,0.026217688,0.564515588,0.23822486,0.054521373,0.23822486,0.144176356,0.304051121,0.163074998,0,0,0,0,0.032258637,0.032258637,0.163074998,0.041945966,0,0,0,0.026217688,0.243677156,0.054521373,0,0.041172339,0,0.23822486,0.022082402,0.372579866,0.041172339,0,0.163074998,0.142026452,0.193613418,0.032258637,0.163074998,0,0.163074998,0.163074998,0.255046685,0,0.026217688,0.23822486,0,0,0.054521373,0.026217688,0.372579866,0.142026452,0.23822486,0.479833079,0.163074998,0.022082402,0.022082402,0.034435159,0,0.222127095,0,0.142026452,0,0,0,0,0.720502458,0.054521373,0.032258637,0.475531084,0,0.026217688,0,0.304051121,0,0.032258637,0.026217688,0.054521373,0,0,0,0,0,0.193613418,0.041172339,0,0.017258356,0,0,0.026217688,0,0,0.193613418,0.041172339,0,0.041172339,0,0.23822486,0,0.302808285,0.032258637,0,0,0,0.193613418,0,0.304051121,0,0,0.23822486,0,0,0,0,0,0.041172339,0.041172339,0.041172339,0.026217688,0,0,0,0.032258637,0.032258637,0,0,0,0.193613418,0,0,0.054521373,0,0.032258637,0.302808285,0.041172339,0,0,0,0,0,0.054521373,0,0,0.107359913,0,0,0,0.07496322,0,0.099989966,0,0,0,0.163074998,0.07496322,0,0.163074998,0,0.193613418,0.132409048,0,0.23822486,0,0,0.026217688,0,0.12745019,0,0,0,0
0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1
0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1
